Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,60.849998474121094,60.95000076293945,60.599998474121094,60.900001525878906,54.14521026611328,14629077
2020-01-03,60.900001525878906,61.20000076293945,60.25,60.400001525878906,53.70066833496094,14419537
2020-01-06,60.099998474121094,60.400001525878906,59.79999923706055,60.0,53.345035552978516,13809308
2020-01-07,60.20000076293945,60.29999923706055,59.79999923706055,59.900001525878906,53.25613021850586,8818594
2020-01-08,59.29999923706055,59.400001525878906,58.849998474121094,59.29999923706055,52.722679138183594,16826669
2020-01-09,59.54999923706055,59.900001525878906,59.54999923706055,59.849998474121094,53.211669921875,17802374
2020-01-10,59.95000076293945,60.04999923706055,59.75,59.849998474121094,53.211669921875,19011475
2020-01-13,59.5,60.29999923706055,59.5,59.95000076293945,53.30058670043945,40492594
2020-01-14,59.79999923706055,60.0,59.650001525878906,59.75,53.122764587402344,19350077
2020-01-15,59.599998474121094,59.95000076293945,59.599998474121094,59.79999923706055,53.1672248840332,11324313
2020-01-16,59.79999923706055,60.29999923706055,59.75,59.900001525878906,53.25613021850586,12528971
2020-01-17,59.849998474121094,60.400001525878906,59.849998474121094,60.150001525878906,53.4783935546875,12045168
2020-01-20,59.900001525878906,60.25,59.900001525878906,59.95000076293945,53.30058670043945,11801544
2020-01-21,59.349998474121094,59.79999923706055,59.150001525878906,59.150001525878906,52.58931350708008,23520201
2020-01-22,59.0,59.5,59.0,59.29999923706055,52.722679138183594,13123069
2020-01-23,58.95000076293945,59.29999923706055,58.70000076293945,58.95000076293945,52.4114990234375,22887881
2020-01-24,58.650001525878906,59.0,58.599998474121094,58.75,52.233680725097656,6897204
2020-01-29,57.150001525878906,57.900001525878906,57.099998474121094,57.54999923706055,51.166778564453125,35228942
2020-01-30,57.20000076293945,57.400001525878906,56.70000076293945,56.70000076293945,50.41105651855469,32487044
2020-01-31,57.20000076293945,57.29999923706055,56.849998474121094,56.849998474121094,50.5444221496582,23220130
2020-02-03,56.349998474121094,56.75,56.099998474121094,56.5,50.233238220214844,26826542
2020-02-04,56.0,56.849998474121094,56.0,56.599998474121094,50.322147369384766,24510379
2020-02-05,56.29999923706055,56.79999923706055,56.29999923706055,56.79999923706055,50.49996566772461,25450085
2020-02-06,57.79999923706055,58.25,57.20000076293945,57.900001525878906,51.47795867919922,21438723
2020-02-07,57.45000076293945,57.95000076293945,57.45000076293945,57.79999923706055,51.3890495300293,16166118
2020-02-10,57.849998474121094,58.70000076293945,57.75,58.099998474121094,51.6557731628418,21510391
2020-02-11,58.20000076293945,58.900001525878906,58.20000076293945,58.650001525878906,52.144771575927734,13625708
2020-02-12,59.04999923706055,59.599998474121094,58.900001525878906,59.349998474121094,52.767127990722656,20911601
2020-02-13,59.75,59.900001525878906,59.29999923706055,59.45000076293945,52.856040954589844,20939325
2020-02-14,59.5,59.900001525878906,59.349998474121094,59.650001525878906,53.03385925292969,14762829
2020-02-17,59.150001525878906,59.599998474121094,59.0,59.400001525878906,52.81158447265625,20379817
2020-02-18,59.349998474121094,59.349998474121094,57.5,57.75,51.344600677490234,49578379
2020-02-19,56.25,57.25,56.20000076293945,57.0,50.67778396606445,69758711
2020-02-20,56.79999923706055,57.099998474121094,56.599998474121094,56.79999923706055,50.49996566772461,47355008
2020-02-21,56.5,57.0,56.5,56.650001525878906,50.36660385131836,41477293
2020-02-24,56.650001525878906,56.79999923706055,56.5,56.5,50.233238220214844,49917796
2020-02-25,56.0,56.349998474121094,56.0,56.04999923706055,49.833160400390625,47023549
2020-02-26,55.45000076293945,55.849998474121094,55.349998474121094,55.599998474121094,49.433067321777344,88500751
2020-02-27,54.79999923706055,54.79999923706055,54.20000076293945,54.400001525878906,48.54953384399414,47341944
2020-02-28,53.349998474121094,53.400001525878906,53.0,53.150001525878906,47.4339714050293,68658071
2020-03-02,52.5,52.95000076293945,52.5,52.79999923706055,47.12160873413086,45360511
2020-03-03,53.0,53.099998474121094,52.54999923706055,52.54999923706055,46.898494720458984,45432000
2020-03-04,51.75,51.95000076293945,50.79999923706055,51.349998474121094,45.827552795410156,78906347
2020-03-05,51.54999923706055,52.099998474121094,51.5,51.79999923706055,46.229148864746094,53217412
2020-03-06,51.150001525878906,51.150001525878906,50.54999923706055,50.650001525878906,45.20283126831055,106618709
2020-03-09,49.0,49.54999923706055,48.599998474121094,48.75,43.50716781616211,107572382
2020-03-10,48.400001525878906,49.54999923706055,48.400001525878906,48.900001525878906,43.641029357910156,69125634
2020-03-11,49.20000076293945,49.20000076293945,48.599998474121094,48.650001525878906,43.41792297363281,54556159
2020-03-12,48.0,48.0,46.5,46.650001525878906,41.63301467895508,93238456
2020-03-13,42.0,46.099998474121094,42.0,45.70000076293945,40.78518295288086,127327773
2020-03-16,44.0,44.75,43.599998474121094,43.79999923706055,39.089515686035156,91411722
2020-03-17,45.0,45.5,43.849998474121094,44.95000076293945,40.115840911865234,61904936
2020-03-18,45.20000076293945,46.5,44.150001525878906,44.54999923706055,39.75885772705078,63302201
2020-03-19,44.20000076293945,44.900001525878906,43.5,44.599998474121094,39.8034782409668,77249632
2020-03-20,44.95000076293945,47.0,44.95000076293945,47.0,41.94536590576172,54043425
2020-03-23,44.75,44.849998474121094,43.849998474121094,44.20000076293945,39.446502685546875,64238228
2020-03-24,45.0,45.20000076293945,44.45000076293945,45.099998474121094,40.24971008300781,35692754
2020-03-25,46.099998474121094,46.599998474121094,45.0,46.29999923706055,41.32064437866211,46847802
2020-03-26,45.95000076293945,45.95000076293945,45.04999923706055,45.70000076293945,40.78518295288086,29685401
2020-03-27,46.0,46.150001525878906,45.099998474121094,45.400001525878906,40.5174446105957,38499002
2020-03-30,44.79999923706055,45.150001525878906,44.099998474121094,44.5,39.7142333984375,51712032
2020-03-31,44.75,44.900001525878906,43.95000076293945,44.150001525878906,39.401878356933594,34812410
2020-04-01,41.0,41.70000076293945,39.79999923706055,39.95000076293945,35.653564453125,212365103
2020-04-02,38.79999923706055,39.20000076293945,37.79999923706055,38.900001525878906,34.716487884521484,120204721
2020-04-03,38.0,38.29999923706055,37.599998474121094,37.900001525878906,33.82403564453125,90173250
2020-04-06,38.5,39.20000076293945,38.04999923706055,38.95000076293945,34.7611083984375,61129889
2020-04-07,39.79999923706055,40.29999923706055,39.20000076293945,40.150001525878906,35.83205795288086,74051605
2020-04-08,40.150001525878906,41.0,39.900001525878906,39.900001525878906,35.608943939208984,48475468
2020-04-09,40.45000076293945,41.04999923706055,40.20000076293945,41.0,36.59064483642578,40473133
2020-04-14,41.0,41.900001525878906,40.849998474121094,41.45000076293945,36.99224853515625,36916865
2020-04-15,41.29999923706055,41.75,40.599998474121094,40.599998474121094,36.2336540222168,29855944
2020-04-16,39.75,39.95000076293945,39.349998474121094,39.70000076293945,35.430450439453125,37385637
2020-04-17,39.79999923706055,40.29999923706055,39.45000076293945,39.5,35.2519645690918,52045136
2020-04-20,40.20000076293945,40.599998474121094,39.79999923706055,40.04999923706055,35.74280548095703,30234010
2020-04-21,39.79999923706055,39.95000076293945,39.04999923706055,39.150001525878906,34.93960189819336,26649501
2020-04-22,38.45000076293945,38.95000076293945,38.349998474121094,38.849998474121094,34.67185974121094,30535516
2020-04-23,38.79999923706055,39.0,38.45000076293945,38.70000076293945,34.53799819946289,16392712
2020-04-24,38.5,39.150001525878906,38.5,38.75,34.58262252807617,15509158
2020-04-27,38.95000076293945,39.650001525878906,38.79999923706055,39.5,35.2519645690918,29008804
2020-04-28,40.099998474121094,40.400001525878906,39.04999923706055,39.95000076293945,35.653564453125,54166077
2020-04-29,40.599998474121094,40.75,40.150001525878906,40.25,35.92129898071289,34078050
2020-05-04,39.0,39.0,38.599998474121094,38.599998474121094,34.44874954223633,53885337
2020-05-05,38.599998474121094,39.20000076293945,38.29999923706055,39.0,34.80574035644531,24186602
2020-05-06,38.5,39.150001525878906,38.5,39.0,34.80574035644531,32638886
2020-05-07,38.70000076293945,39.0,38.54999923706055,38.849998474121094,34.67185974121094,23315862
2020-05-08,39.29999923706055,39.75,39.150001525878906,39.54999923706055,35.29658126831055,19639628
2020-05-11,39.849998474121094,40.45000076293945,39.79999923706055,40.04999923706055,35.74280548095703,38970672
2020-05-12,39.20000076293945,39.5,38.849998474121094,39.29999923706055,35.07347106933594,30960477
2020-05-13,39.0,39.45000076293945,38.70000076293945,38.900001525878906,34.716487884521484,30665368
2020-05-14,38.5,38.54999923706055,38.04999923706055,38.20000076293945,34.091773986816406,42920349
2020-05-15,38.25,38.29999923706055,38.0,38.099998474121094,34.00252151489258,23336593
2020-05-18,38.0,38.20000076293945,37.79999923706055,38.20000076293945,34.091773986816406,25621993
2020-05-19,39.349998474121094,39.650001525878906,39.099998474121094,39.45000076293945,35.207340240478516,43427634
2020-05-20,39.099998474121094,39.20000076293945,38.400001525878906,38.45000076293945,34.314884185791016,28961827
2020-05-21,39.0,39.0,38.5,38.5,34.3595085144043,16663308
2020-05-22,37.599998474121094,37.70000076293945,35.45000076293945,35.849998474121094,31.9945011138916,122796430
2020-05-25,35.54999923706055,35.79999923706055,35.0,35.70000076293945,31.860633850097656,48071226
2020-05-26,36.0,37.099998474121094,35.79999923706055,36.900001525878906,32.93157958984375,33450161
2020-05-27,37.29999923706055,37.5,36.29999923706055,37.349998474121094,33.33317947387695,42822281
2020-05-28,37.5,38.20000076293945,36.29999923706055,37.0,33.02082443237305,56105691
2020-05-29,36.29999923706055,36.45000076293945,35.849998474121094,35.849998474121094,31.9945011138916,41062941
2020-06-01,36.150001525878906,36.95000076293945,36.150001525878906,36.599998474121094,32.66383743286133,50234471
2020-06-02,36.599998474121094,37.20000076293945,36.5,37.20000076293945,33.19931411743164,35840240
2020-06-03,37.54999923706055,38.20000076293945,37.5,38.150001525878906,34.047149658203125,53534767
2020-06-04,38.900001525878906,39.20000076293945,38.5,38.849998474121094,34.67185974121094,55254193
2020-06-05,39.20000076293945,40.599998474121094,38.95000076293945,40.5,36.14441680908203,153403300
2020-06-08,41.099998474121094,41.400001525878906,40.45000076293945,41.0,36.59064483642578,102483973
2020-06-09,41.20000076293945,41.20000076293945,40.150001525878906,40.349998474121094,36.01054382324219,50714655
2020-06-10,40.0,40.400001525878906,39.54999923706055,39.75,35.475074768066406,37035656
2020-06-11,39.099998474121094,39.400001525878906,37.849998474121094,37.849998474121094,33.77940368652344,49782928
2020-06-12,36.5,37.349998474121094,36.400001525878906,37.29999923706055,33.28856658935547,57848137
2020-06-15,36.599998474121094,37.20000076293945,36.29999923706055,36.5,32.5745964050293,46541938
2020-06-16,37.20000076293945,37.79999923706055,37.150001525878906,37.400001525878906,33.3778076171875,27383495
2020-06-17,36.900001525878906,37.900001525878906,36.900001525878906,37.70000076293945,33.64554214477539,23795290
2020-06-18,37.0,37.099998474121094,36.599998474121094,37.099998474121094,33.11006546020508,32953207
2020-06-19,36.70000076293945,37.650001525878906,36.650001525878906,37.349998474121094,33.33317947387695,28062059
2020-06-22,37.25,37.25,36.45000076293945,36.70000076293945,32.753089904785156,34982503
2020-06-23,36.599998474121094,37.45000076293945,36.099998474121094,37.45000076293945,33.422428131103516,30842507
2020-06-24,37.650001525878906,37.900001525878906,37.0,37.0,33.02082443237305,19690551
2020-06-26,37.04999923706055,37.29999923706055,36.70000076293945,36.70000076293945,32.753089904785156,17355031
2020-06-29,36.849998474121094,36.849998474121094,35.900001525878906,36.04999923706055,32.17298889160156,36050517
2020-06-30,36.70000076293945,37.0,36.0,36.20000076293945,32.306854248046875,34167872
2020-07-02,37.0,37.29999923706055,36.349998474121094,37.29999923706055,33.28856658935547,41239681
2020-07-03,38.0,38.0,37.349998474121094,37.45000076293945,33.422428131103516,32270516
2020-07-06,37.349998474121094,39.45000076293945,37.25,39.29999923706055,35.07347106933594,92943659
2020-07-07,39.400001525878906,40.0,38.45000076293945,38.650001525878906,34.493377685546875,50906633
2020-07-08,38.5,38.54999923706055,37.0,37.0,33.02082443237305,57615592
2020-07-09,37.400001525878906,37.45000076293945,36.599998474121094,37.099998474121094,33.11006546020508,42788459
2020-07-10,36.54999923706055,36.900001525878906,36.25,36.400001525878906,32.4853515625,40678840
2020-07-13,36.95000076293945,37.79999923706055,36.849998474121094,37.25,33.24394226074219,41961306
2020-07-14,37.0,37.0,36.45000076293945,36.849998474121094,32.88695526123047,29340450
2020-07-15,37.70000076293945,37.70000076293945,36.849998474121094,37.20000076293945,33.19931411743164,30334333
2020-07-16,37.5,37.79999923706055,37.150001525878906,37.20000076293945,33.19931411743164,34854672
2020-07-17,37.5,37.70000076293945,36.95000076293945,36.95000076293945,32.97620391845703,27243627
2020-07-20,36.5,36.849998474121094,36.29999923706055,36.599998474121094,32.66383743286133,19725597
2020-07-21,36.79999923706055,37.54999923706055,36.70000076293945,37.5,33.4670524597168,26347668
2020-07-22,37.5,37.599998474121094,36.599998474121094,36.599998474121094,32.66383743286133,17722745
2020-07-23,36.70000076293945,36.849998474121094,36.400001525878906,36.54999923706055,32.61921691894531,25017609
2020-07-24,36.29999923706055,36.400001525878906,36.0,36.0,32.12837219238281,33100326
2020-07-27,36.04999923706055,36.150001525878906,35.04999923706055,35.349998474121094,31.548269271850586,50460079
2020-07-28,35.29999923706055,35.400001525878906,34.099998474121094,34.79999923706055,31.057424545288086,55264078
2020-07-29,35.0,35.79999923706055,34.95000076293945,35.75,31.905254364013672,53369121
2020-07-30,36.20000076293945,36.650001525878906,35.45000076293945,35.650001525878906,31.816011428833008,57022034
2020-07-31,35.5,35.599998474121094,34.599998474121094,34.95000076293945,31.19129180908203,40579369
2020-08-03,35.0,35.20000076293945,32.95000076293945,33.400001525878906,29.8079891204834,94128800
2020-08-04,33.5,33.95000076293945,32.099998474121094,33.650001525878906,30.03110122680664,99499346
2020-08-05,33.650001525878906,34.04999923706055,33.45000076293945,33.95000076293945,30.29884147644043,30930388
2020-08-06,33.900001525878906,33.900001525878906,33.099998474121094,33.5,29.897233963012695,31763955
2020-08-07,33.150001525878906,33.349998474121094,32.70000076293945,32.79999923706055,29.27251434326172,34633089
2020-08-10,32.900001525878906,33.45000076293945,32.75,33.099998474121094,29.540246963500977,29212182
2020-08-11,33.650001525878906,34.349998474121094,33.5,34.099998474121094,30.43269920349121,46196174
2020-08-12,34.70000076293945,35.95000076293945,34.45000076293945,35.75,31.905254364013672,80302566
2020-08-13,35.95000076293945,36.0,35.099998474121094,35.400001525878906,31.592897415161133,23680903
2020-08-14,34.79999923706055,35.25,34.54999923706055,34.70000076293945,30.96817970275879,30190768
2020-08-17,34.75,35.150001525878906,34.400001525878906,34.599998474121094,30.87892723083496,21989053
2020-08-18,34.400001525878906,34.5,33.95000076293945,34.25,30.566572189331055,25123460
2020-08-19,34.150001525878906,34.25,33.75,34.150001525878906,30.477327346801758,15636288
2020-08-20,33.900001525878906,34.0,33.5,33.650001525878906,30.03110122680664,27802988
2020-08-21,33.650001525878906,34.0,33.5,33.650001525878906,30.03110122680664,17170736
2020-08-24,33.54999923706055,34.099998474121094,33.400001525878906,33.900001525878906,30.25421714782715,21339128
2020-08-25,34.25,35.0,34.25,34.349998474121094,30.65581703186035,26871069
2020-08-26,34.25,34.349998474121094,33.70000076293945,33.95000076293945,30.29884147644043,21197400
2020-08-27,33.599998474121094,33.70000076293945,33.099998474121094,33.29999923706055,29.718740463256836,34614385
2020-08-28,33.5,34.400001525878906,33.349998474121094,34.0,30.343460083007812,40482849
2020-08-31,34.400001525878906,34.75,33.79999923706055,33.79999923706055,30.16497230529785,22318799
2020-09-01,33.150001525878906,33.79999923706055,33.150001525878906,33.5,29.897233963012695,25848470
2020-09-02,33.099998474121094,33.349998474121094,32.75,33.150001525878906,29.584875106811523,29444977
2020-09-03,32.900001525878906,33.45000076293945,32.79999923706055,33.45000076293945,29.852609634399414,23867676
2020-09-04,32.79999923706055,33.25,32.599998474121094,33.099998474121094,29.540246963500977,72546853
2020-09-07,33.29999923706055,33.54999923706055,32.79999923706055,32.849998474121094,29.3171329498291,25566335
2020-09-08,33.099998474121094,33.20000076293945,32.75,33.0,29.451005935668945,17394462
2020-09-09,32.5,32.70000076293945,32.29999923706055,32.70000076293945,29.183271408081055,26236143
2020-09-10,32.79999923706055,32.900001525878906,32.400001525878906,32.400001525878906,28.9155330657959,18575277
2020-09-11,32.150001525878906,32.45000076293945,32.150001525878906,32.25,28.78166389465332,15186566
2020-09-14,32.150001525878906,32.29999923706055,32.099998474121094,32.20000076293945,28.737041473388672,14059388
2020-09-15,32.04999923706055,32.29999923706055,32.0,32.04999923706055,28.603174209594727,16221187
2020-09-16,32.0,32.150001525878906,31.649999618530273,31.75,28.335437774658203,24685970
2020-09-17,31.75,31.75,30.799999237060547,30.899999618530273,27.57684898376465,40160066
2020-09-18,30.899999618530273,31.399999618530273,30.850000381469727,30.950000762939453,27.621471405029297,34257441
2020-09-21,30.25,30.450000762939453,29.299999237060547,29.299999237060547,26.148921966552734,120212774
2020-09-22,28.5,28.799999237060547,28.299999237060547,28.700000762939453,25.61345100402832,87310269
2020-09-23,28.450000762939453,28.799999237060547,27.5,28.75,25.65807342529297,109384367
2020-09-24,28.450000762939453,28.649999618530273,27.899999618530273,28.600000381469727,25.52420425415039,63528729
2020-09-25,28.549999237060547,28.700000762939453,27.899999618530273,28.200000762939453,25.16722297668457,42465827
2020-09-28,28.350000381469727,31.299999237060547,28.25,30.799999237060547,27.48760414123535,150402170
2020-09-29,30.850000381469727,31.399999618530273,30.0,30.0,26.773639678955078,55920302
2020-09-30,30.5,30.5,29.649999618530273,29.799999237060547,26.59514808654785,35285507
2020-10-05,30.700000762939453,31.899999618530273,30.700000762939453,31.0,27.666093826293945,69650604
2020-10-06,31.100000381469727,31.200000762939453,30.75,31.049999237060547,27.710718154907227,28877682
2020-10-07,31.049999237060547,31.600000381469727,31.0,31.549999237060547,28.156944274902344,29318889
2020-10-08,31.799999237060547,31.799999237060547,31.200000762939453,31.399999618530273,28.0230770111084,15582313
2020-10-09,31.5,31.549999237060547,31.0,31.450000762939453,28.06770133972168,20790756
2020-10-12,31.399999618530273,31.700000762939453,31.049999237060547,31.450000762939453,28.06770133972168,33931078
2020-10-14,30.899999618530273,30.899999618530273,30.149999618530273,30.5,27.219867706298828,31480937
2020-10-15,30.0,30.600000381469727,29.700000762939453,29.899999618530273,26.684396743774414,41648851
2020-10-16,29.850000381469727,30.299999237060547,29.75,30.149999618530273,26.907508850097656,18962836
2020-10-19,30.5,31.200000762939453,30.5,30.899999618530273,27.57684898376465,28515009
2020-10-20,30.649999618530273,31.200000762939453,30.450000762939453,30.799999237060547,27.48760414123535,22502287
2020-10-21,31.049999237060547,31.200000762939453,30.799999237060547,31.049999237060547,27.710718154907227,17002007
2020-10-22,30.899999618530273,31.299999237060547,30.75,31.25,27.88920783996582,22072777
2020-10-23,31.25,32.79999923706055,31.100000381469727,32.25,28.78166389465332,67908927
2020-10-27,32.400001525878906,34.0,32.20000076293945,33.79999923706055,30.16497230529785,106318304
2020-10-28,33.54999923706055,33.54999923706055,32.349998474121094,32.650001525878906,29.13865089416504,51755011
2020-10-29,31.700000762939453,32.45000076293945,31.649999618530273,32.29999923706055,28.82628631591797,32120556
2020-10-30,32.5,32.70000076293945,31.799999237060547,32.099998474121094,28.64779281616211,31133678
2020-11-02,32.150001525878906,33.0,32.150001525878906,32.79999923706055,29.27251434326172,34326565
2020-11-03,33.20000076293945,34.0,33.099998474121094,33.79999923706055,30.16497230529785,47342668
2020-11-04,34.599998474121094,35.099998474121094,33.79999923706055,33.79999923706055,30.16497230529785,81474334
2020-11-05,34.04999923706055,34.45000076293945,33.400001525878906,34.150001525878906,30.477327346801758,46078997
2020-11-06,33.900001525878906,35.0,33.900001525878906,34.70000076293945,30.96817970275879,41024413
2020-11-09,35.04999923706055,35.29999923706055,34.650001525878906,34.849998474121094,31.102041244506836,28966377
2020-11-10,37.349998474121094,37.70000076293945,36.70000076293945,37.70000076293945,33.64554214477539,116830209
2020-11-11,38.0,39.349998474121094,37.900001525878906,39.25,35.02885055541992,97089785
2020-11-12,39.400001525878906,39.70000076293945,38.0,38.349998474121094,34.22563552856445,45560983
2020-11-13,37.54999923706055,37.54999923706055,36.70000076293945,37.25,33.24394226074219,41586505
2020-11-16,38.0,39.0,38.0,38.79999923706055,34.62723922729492,36533520
2020-11-17,39.25,39.349998474121094,38.5,39.25,35.02885055541992,42547668
2020-11-18,38.79999923706055,39.45000076293945,38.599998474121094,39.20000076293945,34.98422622680664,36579851
2020-11-19,39.29999923706055,39.79999923706055,39.099998474121094,39.099998474121094,34.89497756958008,30734201
2020-11-20,39.099998474121094,39.20000076293945,38.599998474121094,38.900001525878906,34.716487884521484,20277468
2020-11-23,39.25,39.45000076293945,38.79999923706055,39.349998474121094,35.11809158325195,18219561
2020-11-24,39.650001525878906,39.75,39.349998474121094,39.75,35.475074768066406,24252795
2020-11-25,41.04999923706055,42.95000076293945,41.04999923706055,42.349998474121094,37.79545593261719,107805377
2020-11-26,41.650001525878906,42.45000076293945,41.20000076293945,42.0,37.48309326171875,56764441
